state,state_code,latitude,longitude,date,infected_count
Alabama,AL,32.3182,-86.9023,2020-03-01,0
Alabama,AL,32.3182,-86.9023,2020-03-02,0
Alabama,AL,32.3182,-86.9023,2020-03-03,0
Alabama,AL,32.3182,-86.9023,2020-03-04,0
Alabama,AL,32.3182,-86.9023,2020-03-05,0
Alabama,AL,32.3182,-86.9023,2020-03-06,0
Alabama,AL,32.3182,-86.9023,2020-03-07,0
Alabama,AL,32.3182,-86.9023,2020-03-08,0
Alabama,AL,32.3182,-86.9023,2020-03-09,0
Alabama,AL,32.3182,-86.9023,2020-03-10,0
Alabama,AL,32.3182,-86.9023,2020-03-11,0
Alabama,AL,32.3182,-86.9023,2020-03-12,0
Alabama,AL,32.3182,-86.9023,2020-03-13,5
Alabama,AL,32.3182,-86.9023,2020-03-14,6
Alabama,AL,32.3182,-86.9023,2020-03-15,12
Alabama,AL,32.3182,-86.9023,2020-03-16,29
Alabama,AL,32.3182,-86.9023,2020-03-17,39
Alabama,AL,32.3182,-86.9023,2020-03-18,46
Alabama,AL,32.3182,-86.9023,2020-03-19,78
Alabama,AL,32.3182,-86.9023,2020-03-20,83
Alabama,AL,32.3182,-86.9023,2020-03-21,131
Alabama,AL,32.3182,-86.9023,2020-03-22,138
Alabama,AL,32.3182,-86.9023,2020-03-23,138
Alaska,AK,61.3707,-152.4044,2020-03-01,0
Alaska,AK,61.3707,-152.4044,2020-03-02,0
Alaska,AK,61.3707,-152.4044,2020-03-03,0
Alaska,AK,61.3707,-152.4044,2020-03-04,0
Alaska,AK,61.3707,-152.4044,2020-03-05,0
Alaska,AK,61.3707,-152.4044,2020-03-06,0
Alaska,AK,61.3707,-152.4044,2020-03-07,0
Alaska,AK,61.3707,-152.4044,2020-03-08,0
Alaska,AK,61.3707,-152.4044,2020-03-09,0
Alaska,AK,61.3707,-152.4044,2020-03-10,0
Alaska,AK,61.3707,-152.4044,2020-03-11,0
Alaska,AK,61.3707,-152.4044,2020-03-12,0
Alaska,AK,61.3707,-152.4044,2020-03-13,1
Alaska,AK,61.3707,-152.4044,2020-03-14,1
Alaska,AK,61.3707,-152.4044,2020-03-15,1
Alaska,AK,61.3707,-152.4044,2020-03-16,1
Alaska,AK,61.3707,-152.4044,2020-03-17,3
Alaska,AK,61.3707,-152.4044,2020-03-18,6
Alaska,AK,61.3707,-152.4044,2020-03-19,9
Alaska,AK,61.3707,-152.4044,2020-03-20,12
Alaska,AK,61.3707,-152.4044,2020-03-21,15
Alaska,AK,61.3707,-152.4044,2020-03-22,21
Alaska,AK,61.3707,-152.4044,2020-03-23,21
Arizona,AZ,33.7298,-111.4312,2020-03-01,0
Arizona,AZ,33.7298,-111.4312,2020-03-02,0
Arizona,AZ,33.7298,-111.4312,2020-03-03,0
Arizona,AZ,33.7298,-111.4312,2020-03-04,0
Arizona,AZ,33.7298,-111.4312,2020-03-05,0
Arizona,AZ,33.7298,-111.4312,2020-03-06,0
Arizona,AZ,33.7298,-111.4312,2020-03-07,0
Arizona,AZ,33.7298,-111.4312,2020-03-08,0
Arizona,AZ,33.7298,-111.4312,2020-03-09,0
Arizona,AZ,33.7298,-111.4312,2020-03-10,6
Arizona,AZ,33.7298,-111.4312,2020-03-11,9
Arizona,AZ,33.7298,-111.4312,2020-03-12,9
Arizona,AZ,33.7298,-111.4312,2020-03-13,9
Arizona,AZ,33.7298,-111.4312,2020-03-14,12
Arizona,AZ,33.7298,-111.4312,2020-03-15,13
Arizona,AZ,33.7298,-111.4312,2020-03-16,18
Arizona,AZ,33.7298,-111.4312,2020-03-17,20
Arizona,AZ,33.7298,-111.4312,2020-03-18,27
Arizona,AZ,33.7298,-111.4312,2020-03-19,45
Arizona,AZ,33.7298,-111.4312,2020-03-20,78
Arizona,AZ,33.7298,-111.4312,2020-03-21,118
Arizona,AZ,33.7298,-111.4312,2020-03-22,152
Arizona,AZ,33.7298,-111.4312,2020-03-23,152
Arkansas,AR,34.9697,-92.3731,2020-03-01,0
Arkansas,AR,34.9697,-92.3731,2020-03-02,0
Arkansas,AR,34.9697,-92.3731,2020-03-03,0
Arkansas,AR,34.9697,-92.3731,2020-03-04,0
Arkansas,AR,34.9697,-92.3731,2020-03-05,0
Arkansas,AR,34.9697,-92.3731,2020-03-06,0
Arkansas,AR,34.9697,-92.3731,2020-03-07,0
Arkansas,AR,34.9697,-92.3731,2020-03-08,0
Arkansas,AR,34.9697,-92.3731,2020-03-09,0
Arkansas,AR,34.9697,-92.3731,2020-03-10,0
Arkansas,AR,34.9697,-92.3731,2020-03-11,1
Arkansas,AR,34.9697,-92.3731,2020-03-12,6
Arkansas,AR,34.9697,-92.3731,2020-03-13,6
Arkansas,AR,34.9697,-92.3731,2020-03-14,12
Arkansas,AR,34.9697,-92.3731,2020-03-15,16
Arkansas,AR,34.9697,-92.3731,2020-03-16,22
Arkansas,AR,34.9697,-92.3731,2020-03-17,22
Arkansas,AR,34.9697,-92.3731,2020-03-18,33
Arkansas,AR,34.9697,-92.3731,2020-03-19,62
Arkansas,AR,34.9697,-92.3731,2020-03-20,96
Arkansas,AR,34.9697,-92.3731,2020-03-21,122
Arkansas,AR,34.9697,-92.3731,2020-03-22,165
Arkansas,AR,34.9697,-92.3731,2020-03-23,165
California,CA,36.1162,-119.6816,2020-03-01,0
California,CA,36.1162,-119.6816,2020-03-02,0
California,CA,36.1162,-119.6816,2020-03-03,0
California,CA,36.1162,-119.6816,2020-03-04,0
California,CA,36.1162,-119.6816,2020-03-05,0
California,CA,36.1162,-119.6816,2020-03-06,0
California,CA,36.1162,-119.6816,2020-03-07,0
California,CA,36.1162,-119.6816,2020-03-08,0
California,CA,36.1162,-119.6816,2020-03-09,0
California,CA,36.1162,-119.6816,2020-03-10,144
California,CA,36.1162,-119.6816,2020-03-11,177
California,CA,36.1162,-119.6816,2020-03-12,221
California,CA,36.1162,-119.6816,2020-03-13,282
California,CA,36.1162,-119.6816,2020-03-14,340
California,CA,36.1162,-119.6816,2020-03-15,426
California,CA,36.1162,-119.6816,2020-03-16,557
California,CA,36.1162,-119.6816,2020-03-17,698
California,CA,36.1162,-119.6816,2020-03-18,751
California,CA,36.1162,-119.6816,2020-03-19,952
California,CA,36.1162,-119.6816,2020-03-20,1177
California,CA,36.1162,-119.6816,2020-03-21,1364
California,CA,36.1162,-119.6816,2020-03-22,1642
California,CA,36.1162,-119.6816,2020-03-23,1642
Colorado,CO,39.0598,-105.3111,2020-03-01,0
Colorado,CO,39.0598,-105.3111,2020-03-02,0
Colorado,CO,39.0598,-105.3111,2020-03-03,0
Colorado,CO,39.0598,-105.3111,2020-03-04,0
Colorado,CO,39.0598,-105.3111,2020-03-05,0
Colorado,CO,39.0598,-105.3111,2020-03-06,0
Colorado,CO,39.0598,-105.3111,2020-03-07,0
Colorado,CO,39.0598,-105.3111,2020-03-08,0
Colorado,CO,39.0598,-105.3111,2020-03-09,0
Colorado,CO,39.0598,-105.3111,2020-03-10,15
Colorado,CO,39.0598,-105.3111,2020-03-11,34
Colorado,CO,39.0598,-105.3111,2020-03-12,45
Colorado,CO,39.0598,-105.3111,2020-03-13,49
Colorado,CO,39.0598,-105.3111,2020-03-14,101
Colorado,CO,39.0598,-105.3111,2020-03-15,131
Colorado,CO,39.0598,-105.3111,2020-03-16,160
Colorado,CO,39.0598,-105.3111,2020-03-17,160
Colorado,CO,39.0598,-105.3111,2020-03-18,184
Colorado,CO,39.0598,-105.3111,2020-03-19,277
Colorado,CO,39.0598,-105.3111,2020-03-20,363
Colorado,CO,39.0598,-105.3111,2020-03-21,390
Colorado,CO,39.0598,-105.3111,2020-03-22,476
Colorado,CO,39.0598,-105.3111,2020-03-23,476
Connecticut,CT,41.5978,-72.7554,2020-03-01,0
Connecticut,CT,41.5978,-72.7554,2020-03-02,0
Connecticut,CT,41.5978,-72.7554,2020-03-03,0
Connecticut,CT,41.5978,-72.7554,2020-03-04,0
Connecticut,CT,41.5978,-72.7554,2020-03-05,0
Connecticut,CT,41.5978,-72.7554,2020-03-06,0
Connecticut,CT,41.5978,-72.7554,2020-03-07,0
Connecticut,CT,41.5978,-72.7554,2020-03-08,0
Connecticut,CT,41.5978,-72.7554,2020-03-09,0
Connecticut,CT,41.5978,-72.7554,2020-03-10,2
Connecticut,CT,41.5978,-72.7554,2020-03-11,3
Connecticut,CT,41.5978,-72.7554,2020-03-12,5
Connecticut,CT,41.5978,-72.7554,2020-03-13,11
Connecticut,CT,41.5978,-72.7554,2020-03-14,22
Connecticut,CT,41.5978,-72.7554,2020-03-15,24
Connecticut,CT,41.5978,-72.7554,2020-03-16,30
Connecticut,CT,41.5978,-72.7554,2020-03-17,68
Connecticut,CT,41.5978,-72.7554,2020-03-18,68
Connecticut,CT,41.5978,-72.7554,2020-03-19,159
Connecticut,CT,41.5978,-72.7554,2020-03-20,194
Connecticut,CT,41.5978,-72.7554,2020-03-21,194
Connecticut,CT,41.5978,-72.7554,2020-03-22,223
Connecticut,CT,41.5978,-72.7554,2020-03-23,223
Delaware,DE,39.3185,-75.5071,2020-03-01,0
Delaware,DE,39.3185,-75.5071,2020-03-02,0
Delaware,DE,39.3185,-75.5071,2020-03-03,0
Delaware,DE,39.3185,-75.5071,2020-03-04,0
Delaware,DE,39.3185,-75.5071,2020-03-05,0
Delaware,DE,39.3185,-75.5071,2020-03-06,0
Delaware,DE,39.3185,-75.5071,2020-03-07,0
Delaware,DE,39.3185,-75.5071,2020-03-08,0
Delaware,DE,39.3185,-75.5071,2020-03-09,0
Delaware,DE,39.3185,-75.5071,2020-03-10,0
Delaware,DE,39.3185,-75.5071,2020-03-11,1
Delaware,DE,39.3185,-75.5071,2020-03-12,1
Delaware,DE,39.3185,-75.5071,2020-03-13,4
Delaware,DE,39.3185,-75.5071,2020-03-14,6
Delaware,DE,39.3185,-75.5071,2020-03-15,7
Delaware,DE,39.3185,-75.5071,2020-03-16,8
Delaware,DE,39.3185,-75.5071,2020-03-17,16
Delaware,DE,39.3185,-75.5071,2020-03-18,19
Delaware,DE,39.3185,-75.5071,2020-03-19,30
Delaware,DE,39.3185,-75.5071,2020-03-20,38
Delaware,DE,39.3185,-75.5071,2020-03-21,45
Delaware,DE,39.3185,-75.5071,2020-03-22,47
Delaware,DE,39.3185,-75.5071,2020-03-23,47
District of Columbia,DC,38.8974,-77.0268,2020-03-01,0
District of Columbia,DC,38.8974,-77.0268,2020-03-02,0
District of Columbia,DC,38.8974,-77.0268,2020-03-03,0
District of Columbia,DC,38.8974,-77.0268,2020-03-04,0
District of Columbia,DC,38.8974,-77.0268,2020-03-05,0
District of Columbia,DC,38.8974,-77.0268,2020-03-06,0
District of Columbia,DC,38.8974,-77.0268,2020-03-07,0
District of Columbia,DC,38.8974,-77.0268,2020-03-08,0
District of Columbia,DC,38.8974,-77.0268,2020-03-09,0
District of Columbia,DC,38.8974,-77.0268,2020-03-10,5
District of Columbia,DC,38.8974,-77.0268,2020-03-11,10
District of Columbia,DC,38.8974,-77.0268,2020-03-12,10
District of Columbia,DC,38.8974,-77.0268,2020-03-13,10
District of Columbia,DC,38.8974,-77.0268,2020-03-14,10
District of Columbia,DC,38.8974,-77.0268,2020-03-15,16
District of Columbia,DC,38.8974,-77.0268,2020-03-16,22
District of Columbia,DC,38.8974,-77.0268,2020-03-17,22
District of Columbia,DC,38.8974,-77.0268,2020-03-18,31
District of Columbia,DC,38.8974,-77.0268,2020-03-19,40
District of Columbia,DC,38.8974,-77.0268,2020-03-20,71
District of Columbia,DC,38.8974,-77.0268,2020-03-21,77
District of Columbia,DC,38.8974,-77.0268,2020-03-22,102
District of Columbia,DC,38.8974,-77.0268,2020-03-23,102
Florida,FL,27.7663,-81.6868,2020-03-01,0
Florida,FL,27.7663,-81.6868,2020-03-02,0
Florida,FL,27.7663,-81.6868,2020-03-03,0
Florida,FL,27.7663,-81.6868,2020-03-04,0
Florida,FL,27.7663,-81.6868,2020-03-05,0
Florida,FL,27.7663,-81.6868,2020-03-06,0
Florida,FL,27.7663,-81.6868,2020-03-07,0
Florida,FL,27.7663,-81.6868,2020-03-08,0
Florida,FL,27.7663,-81.6868,2020-03-09,0
Florida,FL,27.7663,-81.6868,2020-03-10,15
Florida,FL,27.7663,-81.6868,2020-03-11,28
Florida,FL,27.7663,-81.6868,2020-03-12,35
Florida,FL,27.7663,-81.6868,2020-03-13,50
Florida,FL,27.7663,-81.6868,2020-03-14,76
Florida,FL,27.7663,-81.6868,2020-03-15,115
Florida,FL,27.7663,-81.6868,2020-03-16,155
Florida,FL,27.7663,-81.6868,2020-03-17,216
Florida,FL,27.7663,-81.6868,2020-03-18,314
Florida,FL,27.7663,-81.6868,2020-03-19,417
Florida,FL,27.7663,-81.6868,2020-03-20,563
Florida,FL,27.7663,-81.6868,2020-03-21,659
Florida,FL,27.7663,-81.6868,2020-03-22,830
Florida,FL,27.7663,-81.6868,2020-03-23,830
Georgia,GA,33.0406,-83.6431,2020-03-01,0
Georgia,GA,33.0406,-83.6431,2020-03-02,0
Georgia,GA,33.0406,-83.6431,2020-03-03,0
Georgia,GA,33.0406,-83.6431,2020-03-04,0
Georgia,GA,33.0406,-83.6431,2020-03-05,0
Georgia,GA,33.0406,-83.6431,2020-03-06,0
Georgia,GA,33.0406,-83.6431,2020-03-07,0
Georgia,GA,33.0406,-83.6431,2020-03-08,0
Georgia,GA,33.0406,-83.6431,2020-03-09,0
Georgia,GA,33.0406,-83.6431,2020-03-10,17
Georgia,GA,33.0406,-83.6431,2020-03-11,23
Georgia,GA,33.0406,-83.6431,2020-03-12,31
Georgia,GA,33.0406,-83.6431,2020-03-13,42
Georgia,GA,33.0406,-83.6431,2020-03-14,66
Georgia,GA,33.0406,-83.6431,2020-03-15,99
Georgia,GA,33.0406,-83.6431,2020-03-16,121
Georgia,GA,33.0406,-83.6431,2020-03-17,146
Georgia,GA,33.0406,-83.6431,2020-03-18,199
Georgia,GA,33.0406,-83.6431,2020-03-19,287
Georgia,GA,33.0406,-83.6431,2020-03-20,420
Georgia,GA,33.0406,-83.6431,2020-03-21,507
Georgia,GA,33.0406,-83.6431,2020-03-22,600
Georgia,GA,33.0406,-83.6431,2020-03-23,600
Hawaii,HI,21.0943,-157.4983,2020-03-01,0
Hawaii,HI,21.0943,-157.4983,2020-03-02,0
Hawaii,HI,21.0943,-157.4983,2020-03-03,0
Hawaii,HI,21.0943,-157.4983,2020-03-04,0
Hawaii,HI,21.0943,-157.4983,2020-03-05,0
Hawaii,HI,21.0943,-157.4983,2020-03-06,0
Hawaii,HI,21.0943,-157.4983,2020-03-07,0
Hawaii,HI,21.0943,-157.4983,2020-03-08,0
Hawaii,HI,21.0943,-157.4983,2020-03-09,0
Hawaii,HI,21.0943,-157.4983,2020-03-10,2
Hawaii,HI,21.0943,-157.4983,2020-03-11,2
Hawaii,HI,21.0943,-157.4983,2020-03-12,2
Hawaii,HI,21.0943,-157.4983,2020-03-13,2
Hawaii,HI,21.0943,-157.4983,2020-03-14,4
Hawaii,HI,21.0943,-157.4983,2020-03-15,6
Hawaii,HI,21.0943,-157.4983,2020-03-16,7
Hawaii,HI,21.0943,-157.4983,2020-03-17,10
Hawaii,HI,21.0943,-157.4983,2020-03-18,14
Hawaii,HI,21.0943,-157.4983,2020-03-19,16
Hawaii,HI,21.0943,-157.4983,2020-03-20,26
Hawaii,HI,21.0943,-157.4983,2020-03-21,37
Hawaii,HI,21.0943,-157.4983,2020-03-22,48
Hawaii,HI,21.0943,-157.4983,2020-03-23,48
Idaho,ID,44.2405,-114.4788,2020-03-01,0
Idaho,ID,44.2405,-114.4788,2020-03-02,0
Idaho,ID,44.2405,-114.4788,2020-03-03,0
Idaho,ID,44.2405,-114.4788,2020-03-04,0
Idaho,ID,44.2405,-114.4788,2020-03-05,0
Idaho,ID,44.2405,-114.4788,2020-03-06,0
Idaho,ID,44.2405,-114.4788,2020-03-07,0
Idaho,ID,44.2405,-114.4788,2020-03-08,0
Idaho,ID,44.2405,-114.4788,2020-03-09,0
Idaho,ID,44.2405,-114.4788,2020-03-10,0
Idaho,ID,44.2405,-114.4788,2020-03-11,0
Idaho,ID,44.2405,-114.4788,2020-03-12,0
Idaho,ID,44.2405,-114.4788,2020-03-13,1
Idaho,ID,44.2405,-114.4788,2020-03-14,2
Idaho,ID,44.2405,-114.4788,2020-03-15,5
Idaho,ID,44.2405,-114.4788,2020-03-16,5
Idaho,ID,44.2405,-114.4788,2020-03-17,8
Idaho,ID,44.2405,-114.4788,2020-03-18,9
Idaho,ID,44.2405,-114.4788,2020-03-19,11
Idaho,ID,44.2405,-114.4788,2020-03-20,23
Idaho,ID,44.2405,-114.4788,2020-03-21,36
Idaho,ID,44.2405,-114.4788,2020-03-22,42
Idaho,ID,44.2405,-114.4788,2020-03-23,42
Illinois,IL,40.3495,-88.9861,2020-03-01,0
Illinois,IL,40.3495,-88.9861,2020-03-02,0
Illinois,IL,40.3495,-88.9861,2020-03-03,0
Illinois,IL,40.3495,-88.9861,2020-03-04,0
Illinois,IL,40.3495,-88.9861,2020-03-05,0
Illinois,IL,40.3495,-88.9861,2020-03-06,0
Illinois,IL,40.3495,-88.9861,2020-03-07,0
Illinois,IL,40.3495,-88.9861,2020-03-08,0
Illinois,IL,40.3495,-88.9861,2020-03-09,0
Illinois,IL,40.3495,-88.9861,2020-03-10,12
Illinois,IL,40.3495,-88.9861,2020-03-11,25
Illinois,IL,40.3495,-88.9861,2020-03-12,32
Illinois,IL,40.3495,-88.9861,2020-03-13,46
Illinois,IL,40.3495,-88.9861,2020-03-14,64
Illinois,IL,40.3495,-88.9861,2020-03-15,93
Illinois,IL,40.3495,-88.9861,2020-03-16,105
Illinois,IL,40.3495,-88.9861,2020-03-17,161
Illinois,IL,40.3495,-88.9861,2020-03-18,162
Illinois,IL,40.3495,-88.9861,2020-03-19,422
Illinois,IL,40.3495,-88.9861,2020-03-20,585
Illinois,IL,40.3495,-88.9861,2020-03-21,753
Illinois,IL,40.3495,-88.9861,2020-03-22,1049
Illinois,IL,40.3495,-88.9861,2020-03-23,1049
Indiana,IN,39.8494,-86.2583,2020-03-01,0
Indiana,IN,39.8494,-86.2583,2020-03-02,0
Indiana,IN,39.8494,-86.2583,2020-03-03,0
Indiana,IN,39.8494,-86.2583,2020-03-04,0
Indiana,IN,39.8494,-86.2583,2020-03-05,0
Indiana,IN,39.8494,-86.2583,2020-03-06,0
Indiana,IN,39.8494,-86.2583,2020-03-07,0
Indiana,IN,39.8494,-86.2583,2020-03-08,0
Indiana,IN,39.8494,-86.2583,2020-03-09,0
Indiana,IN,39.8494,-86.2583,2020-03-10,6
Indiana,IN,39.8494,-86.2583,2020-03-11,11
Indiana,IN,39.8494,-86.2583,2020-03-12,13
Indiana,IN,39.8494,-86.2583,2020-03-13,13
Indiana,IN,39.8494,-86.2583,2020-03-14,16
Indiana,IN,39.8494,-86.2583,2020-03-15,20
Indiana,IN,39.8494,-86.2583,2020-03-16,25
Indiana,IN,39.8494,-86.2583,2020-03-17,30
Indiana,IN,39.8494,-86.2583,2020-03-18,39
Indiana,IN,39.8494,-86.2583,2020-03-19,60
Indiana,IN,39.8494,-86.2583,2020-03-20,86
Indiana,IN,39.8494,-86.2583,2020-03-21,128
Indiana,IN,39.8494,-86.2583,2020-03-22,201
Indiana,IN,39.8494,-86.2583,2020-03-23,201
Iowa,IA,42.0115,-93.2105,2020-03-01,0
Iowa,IA,42.0115,-93.2105,2020-03-02,0
Iowa,IA,42.0115,-93.2105,2020-03-03,0
Iowa,IA,42.0115,-93.2105,2020-03-04,0
Iowa,IA,42.0115,-93.2105,2020-03-05,0
Iowa,IA,42.0115,-93.2105,2020-03-06,0
Iowa,IA,42.0115,-93.2105,2020-03-07,0
Iowa,IA,42.0115,-93.2105,2020-03-08,0
Iowa,IA,42.0115,-93.2105,2020-03-09,0
Iowa,IA,42.0115,-93.2105,2020-03-10,8
Iowa,IA,42.0115,-93.2105,2020-03-11,13
Iowa,IA,42.0115,-93.2105,2020-03-12,16
Iowa,IA,42.0115,-93.2105,2020-03-13,17
Iowa,IA,42.0115,-93.2105,2020-03-14,17
Iowa,IA,42.0115,-93.2105,2020-03-15,18
Iowa,IA,42.0115,-93.2105,2020-03-16,23
Iowa,IA,42.0115,-93.2105,2020-03-17,23
Iowa,IA,42.0115,-93.2105,2020-03-18,29
Iowa,IA,42.0115,-93.2105,2020-03-19,44
Iowa,IA,42.0115,-93.2105,2020-03-20,45
Iowa,IA,42.0115,-93.2105,2020-03-21,68
Iowa,IA,42.0115,-93.2105,2020-03-22,90
Iowa,IA,42.0115,-93.2105,2020-03-23,90
Kansas,KS,38.5266,-96.7265,2020-03-01,0
Kansas,KS,38.5266,-96.7265,2020-03-02,0
Kansas,KS,38.5266,-96.7265,2020-03-03,0
Kansas,KS,38.5266,-96.7265,2020-03-04,0
Kansas,KS,38.5266,-96.7265,2020-03-05,0
Kansas,KS,38.5266,-96.7265,2020-03-06,0
Kansas,KS,38.5266,-96.7265,2020-03-07,0
Kansas,KS,38.5266,-96.7265,2020-03-08,0
Kansas,KS,38.5266,-96.7265,2020-03-09,0
Kansas,KS,38.5266,-96.7265,2020-03-10,1
Kansas,KS,38.5266,-96.7265,2020-03-11,1
Kansas,KS,38.5266,-96.7265,2020-03-12,1
Kansas,KS,38.5266,-96.7265,2020-03-13,5
Kansas,KS,38.5266,-96.7265,2020-03-14,8
Kansas,KS,38.5266,-96.7265,2020-03-15,8
Kansas,KS,38.5266,-96.7265,2020-03-16,11
Kansas,KS,38.5266,-96.7265,2020-03-17,18
Kansas,KS,38.5266,-96.7265,2020-03-18,18
Kansas,KS,38.5266,-96.7265,2020-03-19,34
Kansas,KS,38.5266,-96.7265,2020-03-20,44
Kansas,KS,38.5266,-96.7265,2020-03-21,57
Kansas,KS,38.5266,-96.7265,2020-03-22,64
Kansas,KS,38.5266,-96.7265,2020-03-23,64
Kentucky,KY,37.6681,-84.6701,2020-03-01,0
Kentucky,KY,37.6681,-84.6701,2020-03-02,0
Kentucky,KY,37.6681,-84.6701,2020-03-03,0
Kentucky,KY,37.6681,-84.6701,2020-03-04,0
Kentucky,KY,37.6681,-84.6701,2020-03-05,0
Kentucky,KY,37.6681,-84.6701,2020-03-06,0
Kentucky,KY,37.6681,-84.6701,2020-03-07,0
Kentucky,KY,37.6681,-84.6701,2020-03-08,0
Kentucky,KY,37.6681,-84.6701,2020-03-09,0
Kentucky,KY,37.6681,-84.6701,2020-03-10,6
Kentucky,KY,37.6681,-84.6701,2020-03-11,8
Kentucky,KY,37.6681,-84.6701,2020-03-12,10
Kentucky,KY,37.6681,-84.6701,2020-03-13,14
Kentucky,KY,37.6681,-84.6701,2020-03-14,14
Kentucky,KY,37.6681,-84.6701,2020-03-15,20
Kentucky,KY,37.6681,-84.6701,2020-03-16,21
Kentucky,KY,37.6681,-84.6701,2020-03-17,26
Kentucky,KY,37.6681,-84.6701,2020-03-18,27
Kentucky,KY,37.6681,-84.6701,2020-03-19,37
Kentucky,KY,37.6681,-84.6701,2020-03-20,47
Kentucky,KY,37.6681,-84.6701,2020-03-21,87
Kentucky,KY,37.6681,-84.6701,2020-03-22,99
Kentucky,KY,37.6681,-84.6701,2020-03-23,99
Louisiana,LA,31.1695,-91.8678,2020-03-01,0
Louisiana,LA,31.1695,-91.8678,2020-03-02,0
Louisiana,LA,31.1695,-91.8678,2020-03-03,0
Louisiana,LA,31.1695,-91.8678,2020-03-04,0
Louisiana,LA,31.1695,-91.8678,2020-03-05,0
Louisiana,LA,31.1695,-91.8678,2020-03-06,0
Louisiana,LA,31.1695,-91.8678,2020-03-07,0
Louisiana,LA,31.1695,-91.8678,2020-03-08,0
Louisiana,LA,31.1695,-91.8678,2020-03-09,0
Louisiana,LA,31.1695,-91.8678,2020-03-10,1
Louisiana,LA,31.1695,-91.8678,2020-03-11,6
Louisiana,LA,31.1695,-91.8678,2020-03-12,19
Louisiana,LA,31.1695,-91.8678,2020-03-13,36
Louisiana,LA,31.1695,-91.8678,2020-03-14,77
Louisiana,LA,31.1695,-91.8678,2020-03-15,91
Louisiana,LA,31.1695,-91.8678,2020-03-16,136
Louisiana,LA,31.1695,-91.8678,2020-03-17,196
Louisiana,LA,31.1695,-91.8678,2020-03-18,257
Louisiana,LA,31.1695,-91.8678,2020-03-19,392
Louisiana,LA,31.1695,-91.8678,2020-03-20,538
Louisiana,LA,31.1695,-91.8678,2020-03-21,585
Louisiana,LA,31.1695,-91.8678,2020-03-22,837
Louisiana,LA,31.1695,-91.8678,2020-03-23,837
Maine,ME,44.6939,-69.3819,2020-03-01,0
Maine,ME,44.6939,-69.3819,2020-03-02,0
Maine,ME,44.6939,-69.3819,2020-03-03,0
Maine,ME,44.6939,-69.3819,2020-03-04,0
Maine,ME,44.6939,-69.3819,2020-03-05,0
Maine,ME,44.6939,-69.3819,2020-03-06,0
Maine,ME,44.6939,-69.3819,2020-03-07,0
Maine,ME,44.6939,-69.3819,2020-03-08,0
Maine,ME,44.6939,-69.3819,2020-03-09,0
Maine,ME,44.6939,-69.3819,2020-03-10,0
Maine,ME,44.6939,-69.3819,2020-03-11,0
Maine,ME,44.6939,-69.3819,2020-03-12,0
Maine,ME,44.6939,-69.3819,2020-03-13,1
Maine,ME,44.6939,-69.3819,2020-03-14,3
Maine,ME,44.6939,-69.3819,2020-03-15,12
Maine,ME,44.6939,-69.3819,2020-03-16,17
Maine,ME,44.6939,-69.3819,2020-03-17,32
Maine,ME,44.6939,-69.3819,2020-03-18,42
Maine,ME,44.6939,-69.3819,2020-03-19,52
Maine,ME,44.6939,-69.3819,2020-03-20,56
Maine,ME,44.6939,-69.3819,2020-03-21,70
Maine,ME,44.6939,-69.3819,2020-03-22,89
Maine,ME,44.6939,-69.3819,2020-03-23,89
Maryland,MD,39.0639,-76.8021,2020-03-01,0
Maryland,MD,39.0639,-76.8021,2020-03-02,0
Maryland,MD,39.0639,-76.8021,2020-03-03,0
Maryland,MD,39.0639,-76.8021,2020-03-04,0
Maryland,MD,39.0639,-76.8021,2020-03-05,0
Maryland,MD,39.0639,-76.8021,2020-03-06,0
Maryland,MD,39.0639,-76.8021,2020-03-07,0
Maryland,MD,39.0639,-76.8021,2020-03-08,0
Maryland,MD,39.0639,-76.8021,2020-03-09,0
Maryland,MD,39.0639,-76.8021,2020-03-10,8
Maryland,MD,39.0639,-76.8021,2020-03-11,9
Maryland,MD,39.0639,-76.8021,2020-03-12,12
Maryland,MD,39.0639,-76.8021,2020-03-13,18
Maryland,MD,39.0639,-76.8021,2020-03-14,26
Maryland,MD,39.0639,-76.8021,2020-03-15,32
Maryland,MD,39.0639,-76.8021,2020-03-16,41
Maryland,MD,39.0639,-76.8021,2020-03-17,60
Maryland,MD,39.0639,-76.8021,2020-03-18,85
Maryland,MD,39.0639,-76.8021,2020-03-19,107
Maryland,MD,39.0639,-76.8021,2020-03-20,149
Maryland,MD,39.0639,-76.8021,2020-03-21,193
Maryland,MD,39.0639,-76.8021,2020-03-22,244
Maryland,MD,39.0639,-76.8021,2020-03-23,244
Massachusetts,MA,42.2302,-71.5301,2020-03-01,0
Massachusetts,MA,42.2302,-71.5301,2020-03-02,0
Massachusetts,MA,42.2302,-71.5301,2020-03-03,0
Massachusetts,MA,42.2302,-71.5301,2020-03-04,0
Massachusetts,MA,42.2302,-71.5301,2020-03-05,0
Massachusetts,MA,42.2302,-71.5301,2020-03-06,0
Massachusetts,MA,42.2302,-71.5301,2020-03-07,0
Massachusetts,MA,42.2302,-71.5301,2020-03-08,0
Massachusetts,MA,42.2302,-71.5301,2020-03-09,0
Massachusetts,MA,42.2302,-71.5301,2020-03-10,92
Massachusetts,MA,42.2302,-71.5301,2020-03-11,95
Massachusetts,MA,42.2302,-71.5301,2020-03-12,108
